category	day_of_week	description	incident_num	latitude	longitude	date	resolution
ROBBERY	Friday	ROBBERY ON THE STREET, STRONGARM	160251179	37.7807784253732	-122.408368579345	2016-03-25T07:35:00Z	NONE
LARCENY/THEFT	Thursday	GRAND THEFT FROM A BUILDING	160251185	37.7817589366405	-122.415120589338	2016-03-25T01:30:00Z	NONE
WARRANTS	Saturday	ENROUTE TO ADULT AUTHORITY	160251191	37.731815774366	-122.388642824121	2016-03-27T00:08:00Z	ARREST, BOOKED
LARCENY/THEFT	Saturday	PETTY THEFT FROM LOCKED AUTO	160251204	37.804271887891	-122.44827840533	2016-03-26T19:50:00Z	NONE
NON-CRIMINAL	Saturday	AIDED CASE -PROPERTY FOR DESTRUCTION	160251210	37.7985083480435	-122.409791662293	2016-03-27T00:39:00Z	NONE
ROBBERY	Saturday	ROBBERY, BODILY FORCE	160251226	37.7494200824928	-122.426066828895	2016-03-27T00:43:00Z	NONE
LARCENY/THEFT	Sunday	GRAND THEFT FROM A BUILDING	160251232	37.7873016225808	-122.450140697697	2016-03-20T23:00:00Z	NONE
LARCENY/THEFT	Sunday	GRAND THEFT BICYCLE	160251232	37.7873016225808	-122.450140697697	2016-03-20T23:00:00Z	NONE
MISSING PERSON	Saturday	MISSING ADULT	160251248	37.7452128718082	-122.465319817139	2016-03-27T00:18:00Z	NONE
MISSING PERSON	Saturday	FOUND PERSON	160251248	37.7452128718082	-122.465319817139	2016-03-27T00:18:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT SHOPLIFTING	160251254	37.7841893501425	-122.407633520742	2016-03-26T23:59:00Z	JUVENILE BOOKED
LARCENY/THEFT	Saturday	PETTY THEFT SHOPLIFTING	160251254	37.7841893501425	-122.407633520742	2016-03-26T23:59:00Z	JUVENILE BOOKED
SECONDARY CODES	Saturday	JUVENILE INVOLVED	160251254	37.7841893501425	-122.407633520742	2016-03-26T23:59:00Z	JUVENILE BOOKED
ASSAULT	Thursday	BATTERY	160251260	37.7820204255866	-122.413069926397	2016-03-24T21:00:00Z	NONE
LARCENY/THEFT	Saturday	GRAND THEFT PICKPOCKET	160251298	37.7836909533775	-122.40316136589	2016-03-27T01:00:00Z	NONE
FRAUD	Saturday	CREDIT CARD, THEFT BY USE OF	160251298	37.7836909533775	-122.40316136589	2016-03-27T01:00:00Z	NONE
VEHICLE THEFT	Saturday	STOLEN AUTOMOBILE	160251301	37.7760558952825	-122.489815051363	2016-03-26T19:15:00Z	NONE
LARCENY/THEFT	Thursday	GRAND THEFT PICKPOCKET	160251323	37.7886466255672	-122.412718544555	2016-03-24T19:00:00Z	ARREST, BOOKED
LARCENY/THEFT	Thursday	THEFT OF COMPUTERS OR CELL PHONES	160251323	37.7886466255672	-122.412718544555	2016-03-24T19:00:00Z	ARREST, BOOKED
STOLEN PROPERTY	Thursday	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING	160251323	37.7886466255672	-122.412718544555	2016-03-24T19:00:00Z	ARREST, BOOKED
WEAPON LAWS	Thursday	POSS OF PROHIBITED WEAPON	160251323	37.7886466255672	-122.412718544555	2016-03-24T19:00:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	TRAFFIC VIOLATION ARREST	160251339	37.7482568705647	-122.413671670593	2016-03-27T00:45:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	LOST/STOLEN LICENSE PLATE	160251345	37.7855237752876	-122.460859620052	2016-03-26T21:00:00Z	NONE
OTHER OFFENSES	Saturday	FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY	160251351	37.7422042836453	-122.418157094499	2016-03-27T00:15:00Z	NONE
LARCENY/THEFT	Saturday	GRAND THEFT FROM LOCKED AUTO	160251367	37.7713219755505	-122.440383635898	2016-03-27T01:00:00Z	NONE
NON-CRIMINAL	Saturday	AIDED CASE, MENTAL DISTURBED	160251373	37.7864094033618	-122.408040474858	2016-03-27T01:15:00Z	NONE
NON-CRIMINAL	Saturday	LOST PROPERTY	160251389	37.7786320490341	-122.410111373792	2016-03-26T16:00:00Z	NONE
OTHER OFFENSES	Saturday	TRAFFIC VIOLATION ARREST	160251395	37.7804689268479	-122.416948565876	2016-03-27T02:26:00Z	ARREST, BOOKED
NON-CRIMINAL	Saturday	AIDED CASE, MENTAL DISTURBED	160251408	37.7755894130051	-122.418698328939	2016-03-27T01:44:00Z	EXCEPTIONAL CLEARANCE
LARCENY/THEFT	Saturday	GRAND THEFT FROM LOCKED AUTO	160251420	37.7998725695195	-122.447472379102	2016-03-26T19:30:00Z	NONE
OTHER OFFENSES	Saturday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160251436	37.7864540511999	-122.404756583284	2016-03-27T00:14:00Z	NONE
OTHER OFFENSES	Saturday	RECKLESS DRIVING	160251436	37.7864540511999	-122.404756583284	2016-03-27T00:14:00Z	NONE
LARCENY/THEFT	Saturday	GRAND THEFT FROM LOCKED AUTO	160251464	37.7681530111159	-122.454330105396	2016-03-27T01:30:00Z	NONE
ASSAULT	Saturday	BATTERY	160251470	37.7323807302226	-122.378268018481	2016-03-27T01:45:00Z	NONE
LARCENY/THEFT	Saturday	GRAND THEFT FROM UNLOCKED AUTO	160251470	37.7323807302226	-122.378268018481	2016-03-27T01:45:00Z	NONE
VANDALISM	Saturday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160251470	37.7323807302226	-122.378268018481	2016-03-27T01:45:00Z	NONE
MISSING PERSON	Saturday	FOUND PERSON	160251486	37.7564864109309	-122.406539115148	2016-03-26T23:50:00Z	LOCATED
ASSAULT	Saturday	CHILD ABUSE (PHYSICAL)	160251492	37.7517507874824	-122.412984332614	2016-03-27T02:07:00Z	ARREST, BOOKED
SECONDARY CODES	Saturday	DOMESTIC VIOLENCE	160251492	37.7517507874824	-122.412984332614	2016-03-27T02:07:00Z	ARREST, BOOKED
VANDALISM	Saturday	MALICIOUS MISCHIEF, BREAKING WINDOWS	160251492	37.7517507874824	-122.412984332614	2016-03-27T02:07:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160251505	37.7681976977245	-122.42121339889	2016-03-27T02:15:00Z	ARREST, BOOKED
LARCENY/THEFT	Saturday	PETTY THEFT OF PROPERTY	160251511	37.7893892227178	-122.4338668246	2016-03-26T20:30:00Z	NONE
SUSPICIOUS OCC	Saturday	INVESTIGATIVE DETENTION	160251549	37.778124778322	-122.391845617192	2016-03-27T02:02:00Z	NONE
ASSAULT	Saturday	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	160251561	37.7120920675614	-122.4208910342	2016-03-27T02:10:00Z	NONE
LARCENY/THEFT	Saturday	GRAND THEFT FROM LOCKED AUTO	160251577	37.7741786514476	-122.510032525985	2016-03-27T02:00:00Z	NONE
VEHICLE THEFT	Saturday	STOLEN TRUCK	160251583	37.7855355791102	-122.411302813025	2016-03-27T02:00:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT FROM LOCKED AUTO	160251599	37.8035644572039	-122.403324316696	2016-03-27T00:00:00Z	NONE
ASSAULT	Saturday	BATTERY	160251602	37.7632941560241	-122.481952149221	2016-03-27T02:00:00Z	NONE
FRAUD	Thursday	CREDIT CARD, THEFT BY USE OF	160251624	37.7969279288883	-122.43631861387	2016-03-25T00:50:00Z	NONE
LARCENY/THEFT	Sunday	PETTY THEFT SHOPLIFTING	160251630	37.7737509379648	-122.417975390351	2016-03-28T02:51:00Z	ARREST, BOOKED
SUSPICIOUS OCC	Saturday	INVESTIGATIVE DETENTION	160251646	37.7453521321058	-122.397611489512	2016-03-27T02:50:00Z	NONE
NON-CRIMINAL	Thursday	LOST PROPERTY	160251652	37.788440503956	-122.401817240144	2016-03-24T07:01:00Z	NONE
ASSAULT	Saturday	THREATS AGAINST LIFE	160251668	37.7908083300178	-122.403208277822	2016-03-26T23:15:00Z	NONE
SECONDARY CODES	Saturday	JUVENILE INVOLVED	160251674	37.7857446545609	-122.405832474482	2016-03-27T02:31:00Z	NONE
NON-CRIMINAL	Saturday	AIDED CASE, MENTAL DISTURBED	160251674	37.7857446545609	-122.405832474482	2016-03-27T02:31:00Z	NONE
MISSING PERSON	Saturday	FOUND PERSON	160251674	37.7857446545609	-122.405832474482	2016-03-27T02:31:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT FROM LOCKED AUTO	160251680	37.775420706711	-122.403404791479	2016-03-26T22:35:00Z	NONE
BURGLARY	Saturday	BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY	160251696	37.7531451876949	-122.430942157755	2016-03-27T01:10:00Z	NONE
OTHER OFFENSES	Saturday	HARASSING PHONE CALLS	160251696	37.7531451876949	-122.430942157755	2016-03-27T01:10:00Z	NONE
OTHER OFFENSES	Saturday	TRAFFIC VIOLATION ARREST	160251709	37.7299104143284	-122.397179164646	2016-03-27T03:15:00Z	ARREST, BOOKED
WARRANTS	Saturday	WARRANT ARREST	160251715	37.7674733590819	-122.411710526028	2016-03-27T03:20:00Z	ARREST, BOOKED
ASSAULT	Saturday	THREATS AGAINST LIFE	160251721	37.7601017970525	-122.421426142995	2016-03-27T03:26:00Z	NONE
OTHER OFFENSES	Saturday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160251743	37.7853750846376	-122.416261836834	2016-03-27T03:41:00Z	ARREST, BOOKED
VANDALISM	Saturday	MALICIOUS MISCHIEF, BREAKING WINDOWS	160251759	37.7699698251811	-122.411739360983	2016-03-27T03:43:00Z	NONE
DRUNKENNESS	Saturday	UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE	160251771	37.7635454765989	-122.478742819999	2016-03-27T03:35:00Z	ARREST, BOOKED
LARCENY/THEFT	Saturday	PETTY THEFT FROM A BUILDING	160251787	37.785007503993	-122.418729600557	2016-03-26T19:00:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT FROM LOCKED AUTO	160251812	37.7664741386096	-122.466429551488	2016-03-27T01:30:00Z	NONE
NON-CRIMINAL	Saturday	AIDED CASE, MENTAL DISTURBED	160251828	37.7733153506282	-122.450975545291	2016-03-27T03:16:00Z	NONE
ASSAULT	Saturday	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	160251834	37.7998545752956	-122.426812898068	2016-03-27T03:50:00Z	ARREST, BOOKED
ASSAULT	Saturday	INFLICT INJURY ON COHABITEE	160251834	37.7998545752956	-122.426812898068	2016-03-27T03:50:00Z	ARREST, BOOKED
ASSAULT	Saturday	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)	160251834	37.7998545752956	-122.426812898068	2016-03-27T03:50:00Z	ARREST, BOOKED
WARRANTS	Saturday	ENROUTE TO DEPARTMENT OF CORRECTIONS	160251840	37.7889048945911	-122.401655040432	2016-03-27T04:08:00Z	ARREST, BOOKED
NON-CRIMINAL	Saturday	AIDED CASE	160251856	37.7586106526706	-122.418503408915	2016-03-27T05:06:00Z	NONE
VANDALISM	Saturday	MALICIOUS MISCHIEF, BREAKING WINDOWS	160251878	37.769247063207	-122.426955631709	2016-03-27T04:38:00Z	NONE
ASSAULT	Saturday	BATTERY	160251884	37.7810888153345	-122.402246029097	2016-03-27T05:03:00Z	NONE
DRUG/NARCOTIC	Saturday	POSSESSION OF MARIJUANA	160251890	37.7779109179554	-122.42573060454	2016-03-27T04:58:00Z	ARREST, BOOKED
DRIVING UNDER THE INFLUENCE	Saturday	DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL	160251890	37.7779109179554	-122.42573060454	2016-03-27T04:58:00Z	ARREST, BOOKED
WARRANTS	Saturday	ENROUTE TO DEPARTMENT OF CORRECTIONS	160251903	37.7920414139396	-122.409175171456	2016-03-27T05:19:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	TRAFFIC VIOLATION ARREST	160251903	37.7920414139396	-122.409175171456	2016-03-27T05:19:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160251903	37.7920414139396	-122.409175171456	2016-03-27T05:19:00Z	ARREST, BOOKED
LARCENY/THEFT	Saturday	GRAND THEFT FROM LOCKED AUTO	160251919	37.7822458223917	-122.446612978839	2016-03-27T04:00:00Z	NONE
MISSING PERSON	Saturday	MISSING JUVENILE	160251925	37.7551775435269	-122.409436313449	2016-03-27T04:00:00Z	NONE
MISSING PERSON	Saturday	FOUND PERSON	160251925	37.7551775435269	-122.409436313449	2016-03-27T04:00:00Z	NONE
ASSAULT	Saturday	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	160251931	37.8003838958397	-122.447134443067	2016-03-27T05:27:00Z	NONE
VANDALISM	Saturday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160251931	37.8003838958397	-122.447134443067	2016-03-27T05:27:00Z	NONE
WARRANTS	Saturday	ENROUTE TO OUTSIDE JURISDICTION	160251947	37.7805743130102	-122.473984424285	2016-03-27T05:24:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	TRAFFIC VIOLATION ARREST	160251947	37.7805743130102	-122.473984424285	2016-03-27T05:24:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160251947	37.7805743130102	-122.473984424285	2016-03-27T05:24:00Z	ARREST, BOOKED
ROBBERY	Saturday	ROBBERY, BODILY FORCE	160251953	37.7852071918419	-122.406690592261	2016-03-27T05:50:00Z	NONE
OTHER OFFENSES	Saturday	TRAFFIC VIOLATION	160251969	37.7507718949448	-122.416109699276	2016-03-27T05:44:00Z	NONE
VANDALISM	Saturday	MALICIOUS MISCHIEF, BREAKING WINDOWS	160251975	37.7806388583762	-122.438098378037	2016-03-27T06:00:00Z	NONE
ROBBERY	Saturday	ROBBERY, ARMED WITH A GUN	160251981	37.7988864506416	-122.413934584561	2016-03-27T05:41:00Z	NONE
NON-CRIMINAL	Saturday	AIDED CASE, MENTAL DISTURBED	160251997	37.7871160984672	-122.403919148357	2016-03-27T05:36:00Z	NONE
LARCENY/THEFT	Saturday	GRAND THEFT PICKPOCKET	160252008	37.7609106220681	-122.435573154199	2016-03-27T03:45:00Z	NONE
ROBBERY	Saturday	ROBBERY ON THE STREET WITH A KNIFE	160252014	37.7555043420028	-122.417660640341	2016-03-27T05:35:00Z	NONE
ASSAULT	Saturday	AGGRAVATED ASSAULT WITH A KNIFE	160252014	37.7555043420028	-122.417660640341	2016-03-27T05:35:00Z	NONE
DRUG/NARCOTIC	Saturday	POSSESSION OF NARCOTICS PARAPHERNALIA	160252020	37.7807784253732	-122.408368579345	2016-03-27T05:51:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	TRAFFIC VIOLATION ARREST	160252020	37.7807784253732	-122.408368579345	2016-03-27T05:51:00Z	ARREST, BOOKED
DRIVING UNDER THE INFLUENCE	Saturday	DRIVING WHILE UNDER THE INFLUENCE OF DRUGS	160252020	37.7807784253732	-122.408368579345	2016-03-27T05:51:00Z	ARREST, BOOKED
MISSING PERSON	Saturday	MISSING JUVENILE	160252036	37.7717273141771	-122.441393701114	2016-03-27T05:30:00Z	NONE
MISSING PERSON	Saturday	FOUND PERSON	160252036	37.7717273141771	-122.441393701114	2016-03-27T05:30:00Z	NONE
ROBBERY	Sunday	ATTEMPTED ROBBERY ON THE STREET WITH A GUN	160252359	37.7822305870036	-122.41029351969	2016-03-27T08:24:00Z	ARREST, BOOKED
MISSING PERSON	Saturday	MISSING JUVENILE	160252042	37.7717273141771	-122.441393701114	2016-03-27T05:45:00Z	NONE
MISSING PERSON	Saturday	FOUND PERSON	160252042	37.7717273141771	-122.441393701114	2016-03-27T05:45:00Z	NONE
SUSPICIOUS OCC	Saturday	SUSPICIOUS OCCURRENCE	160252058	37.7657827544276	-122.407538332319	2016-03-27T06:20:00Z	NONE
SUSPICIOUS OCC	Saturday	INVESTIGATIVE DETENTION	160252058	37.7657827544276	-122.407538332319	2016-03-27T06:20:00Z	NONE
VEHICLE THEFT	Friday	STOLEN AUTOMOBILE	160252064	37.7543370820935	-122.405455789224	2016-03-26T05:00:00Z	NONE
RUNAWAY	Saturday	RUNAWAY	160252070	37.775420706711	-122.403404791479	2016-03-27T05:20:00Z	NONE
MISSING PERSON	Saturday	MISSING JUVENILE	160252070	37.775420706711	-122.403404791479	2016-03-27T05:20:00Z	NONE
OTHER OFFENSES	Saturday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160252086	37.7837240254478	-122.414242955907	2016-03-27T06:32:00Z	ARREST, BOOKED
ROBBERY	Saturday	ROBBERY ON THE STREET, STRONGARM	160252111	37.7282096253944	-122.478697901862	2016-03-27T06:25:00Z	NONE
NON-CRIMINAL	Saturday	AIDED CASE, MENTAL DISTURBED	160252127	37.7801357011746	-122.40877066526	2016-03-27T04:00:00Z	NONE
NON-CRIMINAL	Saturday	AIDED CASE	160252133	37.754691084878	-122.417511996621	2016-03-27T05:42:00Z	NONE
NON-CRIMINAL	Saturday	DEATH REPORT, CAUSE UNKNOWN	160252149	37.7341762267592	-122.424631221855	2016-03-27T06:10:00Z	NONE
OTHER OFFENSES	Saturday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160252177	37.7706305910776	-122.41248326348	2016-03-27T06:44:00Z	ARREST, BOOKED
VEHICLE THEFT	Thursday	STOLEN TRUCK	160252199	37.7592694049673	-122.46805523423	2016-03-17T20:00:00Z	NONE
SUSPICIOUS OCC	Saturday	INVESTIGATIVE DETENTION	160252202	37.7604929243617	-122.388559411328	2016-03-27T06:24:00Z	NONE
LARCENY/THEFT	Friday	PETTY THEFT BICYCLE	160252224	37.7673727128849	-122.402810851415	2016-03-26T06:30:00Z	NONE
ASSAULT	Saturday	BATTERY	160252230	37.743584765874	-122.421264331104	2016-03-27T06:45:00Z	NONE
ASSAULT	Sunday	BATTERY	160252246	37.760801062884	-122.435563016294	2016-03-27T07:01:00Z	ARREST, BOOKED
VANDALISM	Friday	MALICIOUS MISCHIEF, VANDALISM	160252252	37.7441927508932	-122.444685482273	2016-03-26T06:00:00Z	NONE
NON-CRIMINAL	Sunday	AIDED CASE	160252268	37.781526271747	-122.40950430935	2016-03-27T07:23:00Z	NONE
ROBBERY	Saturday	ROBBERY ON THE STREET, STRONGARM	160252274	37.7875673013055	-122.406592269796	2016-03-27T06:00:00Z	NONE
ASSAULT	Sunday	BATTERY	160252280	37.7564864109309	-122.406539115148	2016-03-27T07:20:00Z	ARREST, BOOKED
ASSAULT	Saturday	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	160252309	37.7843798927107	-122.443019399793	2016-03-27T03:00:00Z	NONE
ASSAULT	Saturday	FALSE IMPRISONMENT	160252309	37.7843798927107	-122.443019399793	2016-03-27T03:00:00Z	NONE
ASSAULT	Saturday	INFLICT INJURY ON COHABITEE	160252309	37.7843798927107	-122.443019399793	2016-03-27T03:00:00Z	NONE
OTHER OFFENSES	Saturday	VIOLATION OF STAY AWAY ORDER	160252309	37.7843798927107	-122.443019399793	2016-03-27T03:00:00Z	NONE
OTHER OFFENSES	Saturday	PROBATION VIOLATION	160252309	37.7843798927107	-122.443019399793	2016-03-27T03:00:00Z	NONE
MISSING PERSON	Saturday	MISSING JUVENILE	160252315	37.7677738874748	-122.449328648219	2016-03-26T16:30:00Z	NONE
OTHER OFFENSES	Sunday	TRAFFIC VIOLATION ARREST	160252321	37.7243172238286	-122.434033464909	2016-03-27T08:53:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	TRAFFIC VIOLATION	160252321	37.7243172238286	-122.434033464909	2016-03-27T08:53:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	RESISTING ARREST	160252337	37.7982249345487	-122.404282497745	2016-03-27T08:06:00Z	ARREST, BOOKED
WARRANTS	Sunday	ENROUTE TO OUTSIDE JURISDICTION	160252337	37.7982249345487	-122.404282497745	2016-03-27T08:06:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	TRAFFIC VIOLATION ARREST	160252337	37.7982249345487	-122.404282497745	2016-03-27T08:06:00Z	ARREST, BOOKED
LARCENY/THEFT	Sunday	THEFT OF COMPUTERS OR CELL PHONES	160252343	37.7987282178823	-122.43575101831	2016-03-27T07:01:00Z	NONE
ROBBERY	Sunday	ROBBERY ON THE STREET WITH A GUN	160252359	37.7822305870036	-122.41029351969	2016-03-27T08:24:00Z	ARREST, BOOKED
WEAPON LAWS	Sunday	FIREARM, CARRYING LOADED WITH INTENT TO COMMIT FELONY	160252359	37.7822305870036	-122.41029351969	2016-03-27T08:24:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	CONSPIRACY	160252359	37.7822305870036	-122.41029351969	2016-03-27T08:24:00Z	ARREST, BOOKED
NON-CRIMINAL	Sunday	LOST PROPERTY	160252365	37.778254811523	-122.405834032593	2016-03-27T08:15:00Z	NONE
OTHER OFFENSES	Sunday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160252387	37.7976265594608	-122.408622974321	2016-03-27T09:08:00Z	ARREST, BOOKED
ASSAULT	Sunday	AGGRAVATED ASSAULT WITH BODILY FORCE	160252393	37.7648758178404	-122.421662616877	2016-03-27T09:13:00Z	NONE
NON-CRIMINAL	Sunday	AIDED CASE, MENTAL DISTURBED	160252406	37.7640888944532	-122.421876488492	2016-03-27T09:45:00Z	NONE
ASSAULT	Sunday	INFLICT INJURY ON COHABITEE	160252412	37.7307945918953	-122.404830420604	2016-03-27T09:22:00Z	NONE
VANDALISM	Sunday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160252434	37.7547596538317	-122.429961551361	2016-03-27T09:54:00Z	NONE
OTHER OFFENSES	Sunday	POSSESSION OF BURGLARY TOOLS	160252440	37.7823625392664	-122.40747925259	2016-03-27T10:20:00Z	ARREST, BOOKED
VANDALISM	Sunday	MALICIOUS MISCHIEF, VANDALISM	160252440	37.7823625392664	-122.40747925259	2016-03-27T10:20:00Z	ARREST, BOOKED
VANDALISM	Sunday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160252456	37.7521028702095	-122.433070809007	2016-03-27T10:28:00Z	NONE
BURGLARY	Sunday	BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE	160252462	37.734086514355	-122.434066094698	2016-03-27T09:00:00Z	NONE
ASSAULT	Sunday	AGGRAVATED ASSAULT WITH BODILY FORCE	160252478	37.7376825683168	-122.379111044501	2016-03-27T10:45:00Z	NONE
OTHER OFFENSES	Sunday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160252484	37.7335506131208	-122.434145789073	2016-03-27T11:20:00Z	ARREST, BOOKED
NON-CRIMINAL	Sunday	AIDED CASE, MENTAL DISTURBED	160252490	37.7300925390327	-122.400130573297	2016-03-27T10:45:00Z	NONE
ASSAULT	Saturday	BATTERY	160252503	37.7982569877565	-122.435795989446	2016-03-12T08:15:00Z	NONE
NON-CRIMINAL	Sunday	AIDED CASE, INJURED PERSON	160252519	37.784689282473	-122.414615262229	2016-03-27T11:00:00Z	NONE
VANDALISM	Sunday	MALICIOUS MISCHIEF, BREAKING WINDOWS	160252525	37.7738193519412	-122.402135176917	2016-03-27T11:25:00Z	NONE
VEHICLE THEFT	Saturday	STOLEN AND RECOVERED VEHICLE	160252531	37.7749021098117	-122.431014432295	2016-03-27T01:00:00Z	ARREST, BOOKED
VEHICLE THEFT	Saturday	STOLEN TRUCK	160252531	37.7749021098117	-122.431014432295	2016-03-27T01:00:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	EVADING A POLICE OFFICER, INJURY OR DEATH	160252531	37.7749021098117	-122.431014432295	2016-03-27T01:00:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	DRIVING, RECKLESS, WITH INJURY	160252531	37.7749021098117	-122.431014432295	2016-03-27T01:00:00Z	ARREST, BOOKED
DRIVING UNDER THE INFLUENCE	Saturday	DRIVING WHILE UNDER THE INFLUENCE OF DRUGS, W/INJURY	160252531	37.7749021098117	-122.431014432295	2016-03-27T01:00:00Z	ARREST, BOOKED
SEX OFFENSES, FORCIBLE	Saturday	ASSAULT TO RAPE WITH BODILY FORCE	160252547	37.7879209375533	-122.410882825551	2016-03-26T08:45:00Z	NONE
SEX OFFENSES, FORCIBLE	Saturday	SODOMY (ADULT VICTIM)	160252547	37.7879209375533	-122.410882825551	2016-03-26T08:45:00Z	NONE
OTHER OFFENSES	Sunday	TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE	160252553	37.7484240251937	-122.407767261245	2016-03-27T12:45:00Z	NONE
ROBBERY	Sunday	ROBBERY ON THE STREET WITH A KNIFE	160252569	37.7844496612791	-122.416075285051	2016-03-27T08:40:00Z	NONE
NON-CRIMINAL	Saturday	DEATH REPORT, CAUSE UNKNOWN	160252575	37.7657589212481	-122.450716635125	2016-03-27T03:00:00Z	NONE
OTHER OFFENSES	Sunday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160252581	37.7804777480508	-122.412515341356	2016-03-27T14:09:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	PROBATION VIOLATION	160252600	37.769247063207	-122.426955631709	2016-03-27T13:40:00Z	ARREST, BOOKED
TRESPASS	Sunday	TRESPASSING	160252600	37.769247063207	-122.426955631709	2016-03-27T13:40:00Z	ARREST, BOOKED
VANDALISM	Sunday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160252600	37.769247063207	-122.426955631709	2016-03-27T13:40:00Z	ARREST, BOOKED
LARCENY/THEFT	Saturday	GRAND THEFT FROM LOCKED AUTO	160252616	37.7865028080373	-122.42998005349	2016-03-27T01:30:00Z	NONE
BURGLARY	Sunday	BURGLARY OF STORE, FORCIBLE ENTRY	160252622	37.7668081482188	-122.428813616546	2016-03-27T13:14:00Z	NONE
OTHER OFFENSES	Sunday	TAMPERING WITH A VEHICLE	160252638	37.7756834676857	-122.408600405402	2016-03-27T14:07:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Sunday	POSSESSION OF CONTROLLED SUBSTANCE	160252638	37.7756834676857	-122.408600405402	2016-03-27T14:07:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Sunday	POSSESSION OF NARCOTICS PARAPHERNALIA	160252638	37.7756834676857	-122.408600405402	2016-03-27T14:07:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160252644	37.730178984946	-122.374221136872	2016-03-27T15:00:00Z	ARREST, BOOKED
ASSAULT	Sunday	AGGRAVATED ASSAULT WITH BODILY FORCE	160252650	37.7522391652625	-122.418448186101	2016-03-27T14:51:00Z	NONE
DRUG/NARCOTIC	Sunday	POSSESSION OF NARCOTICS PARAPHERNALIA	160252666	37.7345993533477	-122.390346724675	2016-03-27T15:00:00Z	ARREST, BOOKED
LIQUOR LAWS	Sunday	CONSUMING ALCOHOL IN PUBLIC VIEW	160252666	37.7345993533477	-122.390346724675	2016-03-27T15:00:00Z	ARREST, BOOKED
LARCENY/THEFT	Saturday	PETTY THEFT FROM A BUILDING	160252688	37.7868307302611	-122.411933899915	2016-03-27T03:30:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT FROM LOCKED AUTO	160252694	37.7842697641002	-122.419480276468	2016-03-27T05:00:00Z	NONE
LARCENY/THEFT	Sunday	ATTEMPTED THEFT OF A BICYCLE	160252707	37.7859963050476	-122.411328369311	2016-03-27T15:00:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	POSSESSION OF BURGLARY TOOLS	160252707	37.7859963050476	-122.411328369311	2016-03-27T15:00:00Z	ARREST, BOOKED
VANDALISM	Sunday	MALICIOUS MISCHIEF, VANDALISM	160252707	37.7859963050476	-122.411328369311	2016-03-27T15:00:00Z	ARREST, BOOKED
